table_id,table_row,source_line,section,cells_json,urls_json,typed_absences_json
2a-anthropic-comprehensive-chronology/1,23,60,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude 3"",""Exact provider-preferred name"":""**Claude 3 Sonnet**"",""Kind"":""model (dated checkpoint ID)"",""Native kind wording"":""retired ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Canonical API ID(s)"":""`claude-3-sonnet-20240229` ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Announcement date"":""[Mar 4, 2024](https://www.anthropic.com/news/claude-3-family)"",""Release / availability date"":""[Mar 4, 2024](https://www.anthropic.com/news/claude-3-family); \""Sonnet is also available today through Amazon Bedrock and in private preview on Google Cloud's Vertex AI Model Garden\"""",""GA date"":""[Mar 4, 2024](https://www.anthropic.com/news/claude-3-family)"",""Deprecation date"":""[Jan 21, 2025](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Retirement date"":""[Jul 21, 2025](https://platform.claude.com/docs/en/release-notes/overview)"",""Surfaces & availability interval"":""claude.ai free experience, Claude API, Amazon Bedrock, Vertex AI Model Garden (private preview) ([announcement](https://www.anthropic.com/news/claude-3-family))"",""Modalities (in → out)"":""not_reported"",""Knowledge cutoff (exact wording)"":""not_found"",""Officially stated relations"":""—"",""Card / report URL"":""not_found"",""Release / doc URL"":""[Announcement](https://www.anthropic.com/news/claude-3-family)"",""Lifecycle 2026-09-05"":""Retired"",""Evidence notes & typed gaps"":""—""}","[""https://docs.claude.com/en/docs/about-claude/model-deprecations"",""https://platform.claude.com/docs/en/release-notes/overview"",""https://www.anthropic.com/news/claude-3-family""]","[""not_found"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,24,61,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude 3"",""Exact provider-preferred name"":""**Claude 3 Haiku**"",""Kind"":""model (dated checkpoint ID)"",""Native kind wording"":""retired ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Canonical API ID(s)"":""`claude-3-haiku-20240307` ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Announcement date"":""[Mar 4, 2024](https://www.anthropic.com/news/claude-3-family) — \""Haiku will be available soon\"""",""Release / availability date"":""release date not stated on the announcement (`not_reported`); the pinned ID encodes 2024-03-07 but a snapshot date may not be used as a release date"",""GA date"":""not_reported"",""Deprecation date"":""[Feb 19, 2026](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Retirement date"":""[Apr 20, 2026](https://platform.claude.com/docs/en/release-notes/overview)"",""Surfaces & availability interval"":""Bedrock and Vertex \""coming soon\"" at family launch ([announcement](https://www.anthropic.com/news/claude-3-family))"",""Modalities (in → out)"":""not_reported"",""Knowledge cutoff (exact wording)"":""not_found"",""Officially stated relations"":""—"",""Card / report URL"":""not_found"",""Release / doc URL"":""[Deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Lifecycle 2026-09-05"":""Retired"",""Evidence notes & typed gaps"":""Longest-lived Claude 3 model in the API (retired 2026-04-20).""}","[""https://docs.claude.com/en/docs/about-claude/model-deprecations"",""https://platform.claude.com/docs/en/release-notes/overview"",""https://www.anthropic.com/news/claude-3-family""]","[""not_found"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,25,62,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude 2"",""Exact provider-preferred name"":""**Claude 2**"",""Kind"":""model"",""Native kind wording"":""retired ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Canonical API ID(s)"":""`claude-2.0` ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Announcement date"":""[Jul 11, 2023](https://www.anthropic.com/news/claude-2)"",""Release / availability date"":""[Jul 11, 2023](https://www.anthropic.com/news/claude-2) — \""can be accessed via API as well as a new public-facing beta website, claude.ai\""; \""generally available in the US and UK\"""",""GA date"":""chat experience \""an open beta launch\"" ([announcement](https://www.anthropic.com/news/claude-2))"",""Deprecation date"":""[Jan 21, 2025](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Retirement date"":""[Jul 21, 2025](https://platform.claude.com/docs/en/release-notes/overview)"",""Surfaces & availability interval"":""API + claude.ai beta, US and UK ([announcement](https://www.anthropic.com/news/claude-2))"",""Modalities (in → out)"":""not_reported"",""Knowledge cutoff (exact wording)"":""not_found"",""Officially stated relations"":""priced \""the same price as Claude 1.3\"" ([announcement](https://www.anthropic.com/news/claude-2))"",""Card / report URL"":""not_found"",""Release / doc URL"":""[Announcement](https://www.anthropic.com/news/claude-2)"",""Lifecycle 2026-09-05"":""Retired"",""Evidence notes & typed gaps"":""—""}","[""https://docs.claude.com/en/docs/about-claude/model-deprecations"",""https://platform.claude.com/docs/en/release-notes/overview"",""https://www.anthropic.com/news/claude-2""]","[""not_found"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,26,63,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude 2"",""Exact provider-preferred name"":""**Claude 2.1**"",""Kind"":""model"",""Native kind wording"":""retired ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Canonical API ID(s)"":""`claude-2.1` ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Announcement date"":""not_found on fetched official surfaces"",""Release / availability date"":""not_found"",""GA date"":""not_reported"",""Deprecation date"":""[Jan 21, 2025](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Retirement date"":""[Jul 21, 2025](https://platform.claude.com/docs/en/release-notes/overview)"",""Surfaces & availability interval"":""not_reported"",""Modalities (in → out)"":""not_reported"",""Knowledge cutoff (exact wording)"":""not_found"",""Officially stated relations"":""—"",""Card / report URL"":""not_found"",""Release / doc URL"":""[Deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Lifecycle 2026-09-05"":""Retired"",""Evidence notes & typed gaps"":""Exists in the lifecycle table with no located announcement page → follow-up flagged in §8.""}","[""https://docs.claude.com/en/docs/about-claude/model-deprecations"",""https://platform.claude.com/docs/en/release-notes/overview""]","[""not_found"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,27,64,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude 1"",""Exact provider-preferred name"":""**Claude 1.0 / 1.1 / 1.2 / 1.3**"",""Kind"":""checkpoints"",""Native kind wording"":""retired API model names ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Canonical API ID(s)"":""`claude-1.0`, `claude-1.1`, `claude-1.2`, `claude-1.3` ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Announcement date"":""family introduced [Mar 14, 2023](https://www.anthropic.com/news/introducing-claude) (\""Claude\"" and \""Claude Instant\""); per-version announcement dates `not_found`"",""Release / availability date"":""[Mar 14, 2023](https://www.anthropic.com/news/introducing-claude) — \""Accessible through chat interface and API in our developer console\"""",""GA date"":""not_reported"",""Deprecation date"":""[Sep 4, 2024](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Retirement date"":""[Nov 6, 2024](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Surfaces & availability interval"":""chat interface + developer console API; partner surfaces named at launch: Quora Poe, Notion, DuckDuckGo integration work ([announcement](https://www.anthropic.com/news/introducing-claude))"",""Modalities (in → out)"":""not_reported"",""Knowledge cutoff (exact wording)"":""not_found"",""Officially stated relations"":""—"",""Card / report URL"":""not_found"",""Release / doc URL"":""[Deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Lifecycle 2026-09-05"":""Retired"",""Evidence notes & typed gaps"":""Earliest safe Anthropic anchor date: 2023-03-14.""}","[""https://docs.claude.com/en/docs/about-claude/model-deprecations"",""https://www.anthropic.com/news/introducing-claude""]","[""not_found"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,28,65,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude Instant"",""Exact provider-preferred name"":""**Claude Instant 1.0 / 1.1 / 1.2**"",""Kind"":""checkpoints"",""Native kind wording"":""retired API model names ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Canonical API ID(s)"":""`claude-instant-1.0`, `claude-instant-1.1`, `claude-instant-1.2` ([deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations))"",""Announcement date"":""family introduced [Mar 14, 2023](https://www.anthropic.com/news/introducing-claude)"",""Release / availability date"":""[Mar 14, 2023](https://www.anthropic.com/news/introducing-claude)"",""GA date"":""not_reported"",""Deprecation date"":""[Sep 4, 2024](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Retirement date"":""[Nov 6, 2024](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Surfaces & availability interval"":""as above"",""Modalities (in → out)"":""not_reported"",""Knowledge cutoff (exact wording)"":""not_found"",""Officially stated relations"":""—"",""Card / report URL"":""not_found"",""Release / doc URL"":""[Deprecations](https://docs.claude.com/en/docs/about-claude/model-deprecations)"",""Lifecycle 2026-09-05"":""Retired"",""Evidence notes & typed gaps"":""—""}","[""https://docs.claude.com/en/docs/about-claude/model-deprecations"",""https://www.anthropic.com/news/introducing-claude""]","[""not_found"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,29,66,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Opus (serving configuration)"",""Exact provider-preferred name"":""**Fast mode** for Claude Opus 4.6"",""Kind"":""configuration"",""Native kind wording"":""\""research preview\"", `speed: \""fast\""` ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Canonical API ID(s)"":""request parameter `speed: \""fast\""` + beta header `fast-mode-2026-02-01`, on `claude-opus-4-6` ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Announcement date"":""[Feb 7, 2026](https://platform.claude.com/docs/en/release-notes/overview)"",""Release / availability date"":""[Feb 7, 2026](https://platform.claude.com/docs/en/release-notes/overview) — \""up to 2.5x as fast at premium pricing\"""",""GA date"":""not_applicable (research preview)"",""Deprecation date"":""not_reported"",""Retirement date"":""removed [Jun 29, 2026](https://platform.claude.com/docs/en/release-notes/overview) — requests silently fall back to standard speed"",""Surfaces & availability interval"":""Claude API, waitlisted ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Modalities (in → out)"":""not_applicable"",""Knowledge cutoff (exact wording)"":""not_applicable"",""Officially stated relations"":""applies to `claude-opus-4-6` only"",""Card / report URL"":""not_applicable"",""Release / doc URL"":""[Release notes](https://platform.claude.com/docs/en/release-notes/overview)"",""Lifecycle 2026-09-05"":""Removed"",""Evidence notes & typed gaps"":""Configuration-level lifecycle distinct from the model's lifecycle.""}","[""https://platform.claude.com/docs/en/release-notes/overview""]","[""not_applicable"",""not_reported""]"
2a-anthropic-comprehensive-chronology/1,30,67,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Opus (serving configuration)"",""Exact provider-preferred name"":""**Fast mode** for Claude Opus 4.7"",""Kind"":""configuration"",""Native kind wording"":""\""research preview\"" ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Canonical API ID(s)"":""`speed: \""fast\""` on `claude-opus-4-7` ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Announcement date"":""[May 12, 2026](https://platform.claude.com/docs/en/release-notes/overview)"",""Release / availability date"":""[May 12, 2026](https://platform.claude.com/docs/en/release-notes/overview)"",""GA date"":""not_applicable"",""Deprecation date"":""[Jun 25, 2026](https://platform.claude.com/docs/en/release-notes/overview) — \""We've deprecated fast mode for Claude Opus 4.7, with removal on July 24, 2026\"""",""Retirement date"":""[Jul 24, 2026](https://platform.claude.com/docs/en/release-notes/overview) — requests now return an error"",""Surfaces & availability interval"":""Claude API ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Modalities (in → out)"":""not_applicable"",""Knowledge cutoff (exact wording)"":""not_applicable"",""Officially stated relations"":""migration target: fast mode for Opus 4.8 ([release notes](https://platform.claude.com/docs/en/release-notes/overview))"",""Card / report URL"":""not_applicable"",""Release / doc URL"":""[Release notes](https://platform.claude.com/docs/en/release-notes/overview)"",""Lifecycle 2026-09-05"":""Removed"",""Evidence notes & typed gaps"":""Different removal semantics from Opus 4.6 (error vs silent fallback) — both recorded.""}","[""https://platform.claude.com/docs/en/release-notes/overview""]","[""not_applicable""]"
2a-anthropic-comprehensive-chronology/1,31,68,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude apps"",""Exact provider-preferred name"":""**Model-picker labels \""Fable 5.1\"", \""Fable 5\"", \""Opus 5\"", \""Sonnet 5\"", \""Opus 4.8\"", …**"",""Kind"":""product_model_label"",""Native kind wording"":""\""select 'Fable 5' or 'Fable 5.1' from the model picker\"" ([help center](https://support.claude.com/en/articles/15424964-claude-fable-models-on-your-plan))"",""Canonical API ID(s)"":""maps to `claude-fable-5-1`, `claude-fable-5`, `claude-opus-5`, `claude-sonnet-5`, `claude-opus-4-8`, `claude-opus-4-7`, `claude-sonnet-4-6`, `claude-opus-4-6`, `claude-opus-4-5-20251101`, `claude-haiku-4-5-20251001`, `claude-sonnet-4-5-20250929` ([Claude Code model configuration](https://support.claude.com/en/articles/11940350-claude-code-model-configuration))"",""Announcement date"":""per-model, see rows above"",""Release / availability date"":""per-model, see [apps release notes](https://support.claude.com/en/articles/12138966-release-notes)"",""GA date"":""not_applicable"",""Deprecation date"":""Opus 4 and 4.1 labels removed [Jan 16, 2026](https://support.claude.com/en/articles/12138966-release-notes)"",""Retirement date"":""not_applicable"",""Surfaces & availability interval"":""Claude web, Mobile, Desktop, Cowork, Code, Design, Claude for Microsoft 365, Claude Tag ([help center](https://support.claude.com/en/articles/15424964-claude-fable-models-on-your-plan))"",""Modalities (in → out)"":""as underlying model"",""Knowledge cutoff (exact wording)"":""as underlying model"",""Officially stated relations"":""label→ID mapping published in [Claude Code model configuration](https://support.claude.com/en/articles/11940350-claude-code-model-configuration)"",""Card / report URL"":""not_applicable"",""Release / doc URL"":""[Apps release notes](https://support.claude.com/en/articles/12138966-release-notes)"",""Lifecycle 2026-09-05"":""Active"",""Evidence notes & typed gaps"":""Product labels drop the word \""Claude\"" and the vendor prefix; archives that mention bare \""Fable 5.1\"" are product-surface evidence, not API evidence.""}","[""https://support.claude.com/en/articles/11940350-claude-code-model-configuration"",""https://support.claude.com/en/articles/12138966-release-notes"",""https://support.claude.com/en/articles/15424964-claude-fable-models-on-your-plan""]","[""not_applicable""]"
2a-anthropic-comprehensive-chronology/1,32,69,2a. Anthropic — comprehensive chronology,"{""Provider"":""Anthropic"",""Family"":""Claude for Government"",""Exact provider-preferred name"":""**Sonnet-, Haiku- and Opus-class model access tiers**"",""Kind"":""deployment"",""Native kind wording"":""\""Lite seats\"" / \""Standard seats\"" ([help center](https://support.claude.com/en/articles/14503794-model-availability-in-claude-for-government))"",""Canonical API ID(s)"":""not_applicable"",""Announcement date"":""not_reported"",""Release / availability date"":""\""New models are typically available in Claude for Government the same day or within one to two days of their commercial release\"" ([help center](https://support.claude.com/en/articles/14503794-model-availability-in-claude-for-government))"",""GA date"":""not_reported"",""Deprecation date"":""not_applicable"",""Retirement date"":""not_applicable"",""Surfaces & availability interval"":""Inference routed through \""Google Cloud Vertex AI's FedRAMP High authorized environment\""; Lite seats get Sonnet + Haiku, Standard seats get all models incl. Opus ([help center](https://support.claude.com/en/articles/14503794-model-availability-in-claude-for-government))"",""Modalities (in → out)"":""as underlying model"",""Knowledge cutoff (exact wording)"":""as underlying model"",""Officially stated relations"":""\""There is no separate FedRAMP audit per model\"" ([help center](https://support.claude.com/en/articles/14503794-model-availability-in-claude-for-government))"",""Card / report URL"":""not_applicable"",""Release / doc URL"":""[Help center](https://support.claude.com/en/articles/14503794-model-availability-in-claude-for-government)"",""Lifecycle 2026-09-05"":""Active"",""Evidence notes & typed gaps"":""Deployment whose model availability lags commercial launch by 0–2 days — relevant for date attribution in archives.""}","[""https://support.claude.com/en/articles/14503794-model-availability-in-claude-for-government""]","[""not_applicable"",""not_reported""]"
2b-i-frontier-and-reasoning-models-text/1,1,81,2b-i. Frontier and reasoning models (text),"{""Family"":""GPT-6"",""Exact name"":""**GPT-6 Astra**"",""Kind"":""model"",""Native kind wording"":""\""Our most capable model, built for the hardest end-to-end work\"" ([model page](https://platform.openai.com/docs/models/gpt-6-astra))"",""API ID / default snapshot"":""`gpt-6-astra`; default snapshot `gpt-6-astra` ([model page](https://platform.openai.com/docs/models/gpt-6-astra))"",""Announcement"":""[Sep 3, 2026](https://deploymentsafety.openai.com/) — \""Sep 03, 2026 · GPT-6 Astra System Card\"""",""Release / API availability"":""[Sep 3, 2026](https://platform.openai.com/docs/changelog) — \""Released GPT-6 Astra … Use GPT-6 Astra for reasoning, coding, computer use, research, and document creation\"""",""GA"":""**Not yet GA:** \""Access is rolling out to a limited set of organizations. Astra is not yet generally available. Broader availability is planned over the coming days.\"" ([ChatGPT release notes, Sep 3, 2026](https://help.openai.com/en/articles/6825453-chatgpt-release-notes))"",""Deprecated"":""N/A"",""Shutdown"":""N/A"",""Surfaces"":""Responses API + Chat Completions ([changelog](https://platform.openai.com/docs/changelog)); ChatGPT limited rollout ([ChatGPT release notes](https://help.openai.com/en/articles/6825453-chatgpt-release-notes))"",""Modalities"":""text, image → text ([model page](https://platform.openai.com/docs/models/gpt-6-astra))"",""Knowledge cutoff"":""\""Apr 30, 2026 knowledge cutoff\"" ([model page](https://platform.openai.com/docs/models/gpt-6-astra)) — applies to the API model"",""Relations"":""\""significantly more robust than its predecessors\""; compared throughout with GPT-5.6 Sol ([system card](https://deploymentsafety.openai.com/gpt-6-astra))"",""Card"":""[GPT-6 Astra System Card](https://deploymentsafety.openai.com/gpt-6-astra)"",""Docs"":""[Model page](https://platform.openai.com/docs/models/gpt-6-astra)"",""Lifecycle 2026-09-05"":""Released / limited availability"",""Notes / typed gaps"":""Breaking constraints at launch: no `none` reasoning effort, no custom `temperature`/`top_p`/`logprobs`, tool calling requires Responses API ([changelog](https://platform.openai.com/docs/changelog)). The catalog's HTML \""Choosing a model\"" text still recommends GPT-5.6 Sol as flagship while [models.md](https://platform.openai.com/docs/models.md) recommends GPT-6 Astra — see §7.""}","[""https://deploymentsafety.openai.com/"",""https://deploymentsafety.openai.com/gpt-6-astra"",""https://help.openai.com/en/articles/6825453-chatgpt-release-notes"",""https://platform.openai.com/docs/changelog"",""https://platform.openai.com/docs/models.md"",""https://platform.openai.com/docs/models/gpt-6-astra""]",[]
2b-i-frontier-and-reasoning-models-text/1,2,82,2b-i. Frontier and reasoning models (text),"{""Family"":""GPT-5.6"",""Exact name"":""**GPT-5.6 Sol**"",""Kind"":""model"",""Native kind wording"":""\""Frontier model for complex professional work\"" ([model page](https://platform.openai.com/docs/models/gpt-5.6-sol))"",""API ID / default snapshot"":""`gpt-5.6-sol`, alias `gpt-5.6` ([Models](https://platform.openai.com/docs/models))"",""Announcement"":""preview card [Jun 26, 2026](https://deploymentsafety.openai.com/); private red-team access \""beginning June 3rd, 2026\"" ([preview card](https://deploymentsafety.openai.com/gpt-5-6-preview))"",""Release / API availability"":""[Jul 9, 2026](https://platform.openai.com/docs/changelog) — \""Released the GPT-5.6 model family … The `gpt-5.6` alias routes requests to `gpt-5.6-sol`\""; ChatGPT rollout began the same day ([model release notes](https://help.openai.com/en/articles/9624314-model-release-notes))"",""GA"":""\""The GPT-5.6 models are now broadly available\"" ([system card](https://deploymentsafety.openai.com/gpt-5-6)); no calendar date stated → `not_reported`"",""Deprecated"":""N/A"",""Shutdown"":""N/A"",""Surfaces"":""Responses, Chat Completions, Batch ([changelog](https://platform.openai.com/docs/changelog)); ChatGPT paid plans, not Free/Go/logged-out at launch ([model release notes](https://help.openai.com/en/articles/9624314-model-release-notes)); Codex and ChatGPT Work ([August update card](https://deploymentsafety.openai.com/gpt-5-6-august-update)); Daybreak Blue tier ([changelog](https://platform.openai.com/docs/changelog))"",""Modalities"":""text, image → text ([model page](https://platform.openai.com/docs/models/gpt-5.6-sol))"",""Knowledge cutoff"":""\""Feb 16, 2026 knowledge cutoff\"" ([model page](https://platform.openai.com/docs/models/gpt-5.6-sol))"",""Relations"":""family sibling of Terra and Luna; \""GPT-5.6 is a new family of three models: Sol, our new flagship model; Terra, a capable lower-cost option; and Luna, our fastest and most cost-efficient model\"" ([system card](https://deploymentsafety.openai.com/gpt-5-6))"",""Card"":""[GPT-5.6 System Card](https://deploymentsafety.openai.com/gpt-5-6) · [preview card](https://deploymentsafety.openai.com/gpt-5-6-preview) · [August update](https://deploymentsafety.openai.com/gpt-5-6-august-update)"",""Docs"":""[Model page](https://platform.openai.com/docs/models/gpt-5.6-sol)"",""Lifecycle 2026-09-05"":""Active"",""Notes / typed gaps"":""Price cut to $4/$20 per 1M on [Aug 21, 2026](https://platform.openai.com/docs/changelog), \""promotional pricing … at least through November 21, 2026\"". Ultrafast mode announced [Aug 13, 2026](https://platform.openai.com/docs/changelog) (limited preview).""}","[""https://deploymentsafety.openai.com/"",""https://deploymentsafety.openai.com/gpt-5-6"",""https://deploymentsafety.openai.com/gpt-5-6-august-update"",""https://deploymentsafety.openai.com/gpt-5-6-preview"",""https://help.openai.com/en/articles/9624314-model-release-notes"",""https://platform.openai.com/docs/changelog"",""https://platform.openai.com/docs/models"",""https://platform.openai.com/docs/models/gpt-5.6-sol""]","[""not_reported""]"
2b-i-frontier-and-reasoning-models-text/1,3,83,2b-i. Frontier and reasoning models (text),"{""Family"":""GPT-5.6"",""Exact name"":""**GPT-5.6 Sol (August)**"",""Kind"":""configuration"",""Native kind wording"":""month-distinguished deployment version — \""we distinguish these models by their month of release: August for the versions released today, and July for the versions that remain in use in Codex and Work\"" ([August update card](https://deploymentsafety.openai.com/gpt-5-6-august-update))"",""API ID / default snapshot"":""no separate API ID (`not_applicable`)"",""Announcement"":""[Aug 6, 2026](https://deploymentsafety.openai.com/) — \""Aug 06, 2026 · GPT-5.6 — August Updates\"""",""Release / API availability"":""[Aug 6, 2026](https://help.openai.com/en/articles/6825453-chatgpt-release-notes) — \""Plus and Pro users can now use an updated GPT-5.6 Sol in ChatGPT\"""",""GA"":""not_applicable"",""Deprecated"":""N/A"",""Shutdown"":""N/A"",""Surfaces"":""ChatGPT chat experience only — \""Work and Codex are not changing as part of this release\"" ([ChatGPT release notes](https://help.openai.com/en/articles/6825453-chatgpt-release-notes))"",""Modalities"":""text, image → text"",""Knowledge cutoff"":""not_reported on the card"",""Relations"":""\""deployed with the respective safeguards developed for the previous models\"" ([August update card](https://deploymentsafety.openai.com/gpt-5-6-august-update))"",""Card"":""[GPT-5.6 August update card](https://deploymentsafety.openai.com/gpt-5-6-august-update)"",""Docs"":""[ChatGPT release notes](https://help.openai.com/en/articles/6825453-chatgpt-release-notes)"",""Lifecycle 2026-09-05"":""Active in ChatGPT"",""Notes / typed gaps"":""Two live configurations of one API model, separated only by deployment surface — the clearest OpenAI case for configuration-level modeling.""}","[""https://deploymentsafety.openai.com/"",""https://deploymentsafety.openai.com/gpt-5-6-august-update"",""https://help.openai.com/en/articles/6825453-chatgpt-release-notes""]","[""not_applicable"",""not_reported""]"
2b-i-frontier-and-reasoning-models-text/1,4,84,2b-i. Frontier and reasoning models (text),"{""Family"":""GPT-5.6"",""Exact name"":""**GPT-5.6 Terra**"",""Kind"":""model"",""Native kind wording"":""\""GPT-5.6 model that balances intelligence and cost\"" ([model page](https://platform.openai.com/docs/models/gpt-5.6-terra))"",""API ID / default snapshot"":""`gpt-5.6-terra` ([model page](https://platform.openai.com/docs/models/gpt-5.6-terra))"",""Announcement"":""[Jun 26, 2026](https://deploymentsafety.openai.com/gpt-5-6-preview) (preview card)"",""Release / API availability"":""[Jul 9, 2026](https://platform.openai.com/docs/changelog)"",""GA"":""not_reported (family \""broadly available\"", no date)"",""Deprecated"":""N/A"",""Shutdown"":""N/A"",""Surfaces"":""Responses, Chat Completions, Batch; \""Availability for other GPT-5.6 family models varies by product and plan\"" ([model release notes](https://help.openai.com/en/articles/9624314-model-release-notes))"",""Modalities"":""text, image → text ([model page](https://platform.openai.com/docs/models/gpt-5.6-terra))"",""Knowledge cutoff"":""\""Feb 16, 2026\"" ([model page](https://platform.openai.com/docs/models/gpt-5.6-terra))"",""Relations"":""GPT-5.6 family ([system card](https://deploymentsafety.openai.com/gpt-5-6))"",""Card"":""[GPT-5.6 System Card](https://deploymentsafety.openai.com/gpt-5-6)"",""Docs"":""[Model page](https://platform.openai.com/docs/models/gpt-5.6-terra)"",""Lifecycle 2026-09-05"":""Active"",""Notes / typed gaps"":""20% price reduction [Jul 30, 2026](https://platform.openai.com/docs/changelog). Recommended replacement for many retired legacy models ([deprecations](https://platform.openai.com/docs/deprecations)).""}","[""https://deploymentsafety.openai.com/gpt-5-6"",""https://deploymentsafety.openai.com/gpt-5-6-preview"",""https://help.openai.com/en/articles/9624314-model-release-notes"",""https://platform.openai.com/docs/changelog"",""https://platform.openai.com/docs/deprecations"",""https://platform.openai.com/docs/models/gpt-5.6-terra""]","[""not_reported""]"
2b-i-frontier-and-reasoning-models-text/1,5,85,2b-i. Frontier and reasoning models (text),"{""Family"":""GPT-5.6"",""Exact name"":""**GPT-5.6 Luna**"",""Kind"":""model"",""Native kind wording"":""\""GPT-5.6 model optimized for cost-sensitive workloads\"" ([model page](https://platform.openai.com/docs/models/gpt-5.6-luna))"",""API ID / default snapshot"":""`gpt-5.6-luna` ([model page](https://platform.openai.com/docs/models/gpt-5.6-luna))"",""Announcement"":""[Jun 26, 2026](https://deploymentsafety.openai.com/gpt-5-6-preview)"",""Release / API availability"":""[Jul 9, 2026](https://platform.openai.com/docs/changelog)"",""GA"":""not_reported"",""Deprecated"":""N/A"",""Shutdown"":""N/A"",""Surfaces"":""API; ChatGPT — \""GPT-5.6 Luna will become the default model for Free and Go users this week\"" ([ChatGPT release notes, Aug 6, 2026](https://help.openai.com/en/articles/6825453-chatgpt-release-notes))"",""Modalities"":""text, image → text ([model page](https://platform.openai.com/docs/models/gpt-5.6-luna))"",""Knowledge cutoff"":""\""Feb 16, 2026\"" ([model page](https://platform.openai.com/docs/models/gpt-5.6-luna))"",""Relations"":""GPT-5.6 family"",""Card"":""[GPT-5.6 System Card](https://deploymentsafety.openai.com/gpt-5-6) · [August update](https://deploymentsafety.openai.com/gpt-5-6-august-update)"",""Docs"":""[Model page](https://platform.openai.com/docs/models/gpt-5.6-luna)"",""Lifecycle 2026-09-05"":""Active"",""Notes / typed gaps"":""80% price reduction [Jul 30, 2026](https://platform.openai.com/docs/changelog). An August ChatGPT configuration exists alongside the July version ([August update card](https://deploymentsafety.openai.com/gpt-5-6-august-update)).""}","[""https://deploymentsafety.openai.com/gpt-5-6"",""https://deploymentsafety.openai.com/gpt-5-6-august-update"",""https://deploymentsafety.openai.com/gpt-5-6-preview"",""https://help.openai.com/en/articles/6825453-chatgpt-release-notes"",""https://platform.openai.com/docs/changelog"",""https://platform.openai.com/docs/models/gpt-5.6-luna""]","[""not_reported""]"
